seq,t_offset_s,query_type,params,status,source,latency_ms,error
23,2.045625337000274,Q2,"{""team"": ""ucatolica""}",0,error,60006.403762000446,ReadTimeout: 
24,2.0925900830006867,Q5,{},0,error,60006.970430000365,ReadTimeout: 
25,2.125717644999895,Q4,"{""date_from"": ""2026-06-21"", ""date_to"": ""2026-06-27""}",0,error,60006.40226900032,ReadTimeout: 
26,2.482546389000163,Q3,"{""team_a"": ""audax"", ""team_b"": ""palestino""}",0,error,60006.01838399962,ReadTimeout: 
27,2.5409783420000167,Q1,"{""team"": ""audax""}",0,error,60006.35568999951,ReadTimeout: 
28,2.547217682000337,Q5,{},0,error,60005.65127699974,ReadTimeout: 
29,2.615198970000165,Q5,{},0,error,60008.41289500022,ReadTimeout: 
30,2.618326282000453,Q5,{},0,error,60008.8172400001,ReadTimeout: 
31,2.8969066600002407,Q5,{},0,error,60007.048110999676,ReadTimeout: 
32,2.978101546000289,Q2,"{""team"": ""palestino""}",0,error,60006.53130599949,ReadTimeout: 
33,3.013151941000615,Q4,"{""date_from"": ""2026-06-21"", ""date_to"": ""2026-06-27""}",0,error,60005.81836800029,ReadTimeout: 
34,3.1051102050005284,Q1,"{""team"": ""ohiggins""}",0,error,60005.77908000014,ReadTimeout: 
35,3.2055744270001014,Q2,"{""team"": ""everton""}",0,error,60006.221790999916,ReadTimeout: 
36,3.2176161950001188,Q5,{},0,error,60005.70145999973,ReadTimeout: 
37,3.2351251170002797,Q4,"{""date_from"": ""2026-08-23"", ""date_to"": ""2026-08-29""}",0,error,60005.62312800048,ReadTimeout: 
38,3.260505917000046,Q4,"{""date_from"": ""2026-08-02"", ""date_to"": ""2026-08-08""}",0,error,60005.530780999834,ReadTimeout: 
39,3.467097720000311,Q3,"{""team_a"": ""coquimbo"", ""team_b"": ""nublense""}",0,error,60005.66493900078,ReadTimeout: 
40,3.520557623000059,Q1,"{""team"": ""ulacalera""}",0,error,60008.86837799953,ReadTimeout: 
41,3.5636569170001167,Q2,"{""team"": ""audax""}",0,error,60006.46286200026,ReadTimeout: 
42,3.5830459280005016,Q4,"{""date_from"": ""2026-08-30"", ""date_to"": ""2026-09-05""}",0,error,60006.64897000024,ReadTimeout: 
43,3.8109128960004455,Q2,"{""team"": ""colocolo""}",0,error,60005.95744899965,ReadTimeout: 
44,3.954856619000566,Q5,{},0,error,60006.757638000636,ReadTimeout: 
45,4.025899039000251,Q2,"{""team"": ""coquimbo""}",0,error,60007.10201699985,ReadTimeout: 
46,4.207947232000151,Q2,"{""team"": ""laserena""}",0,error,60007.696437999584,ReadTimeout: 
47,4.212012851000509,Q2,"{""team"": ""cobresal""}",0,error,60007.122799999706,ReadTimeout: 
48,4.5285394370002905,Q2,"{""team"": ""palestino""}",0,error,60006.791437000174,ReadTimeout: 
49,4.879481829000724,Q1,"{""team"": ""limache""}",0,error,60006.96325999979,ReadTimeout: 
50,4.969307671000024,Q2,"{""team"": ""everton""}",0,error,60006.608768999286,ReadTimeout: 
51,5.127479638000295,Q5,{},0,error,60006.60689699998,ReadTimeout: 
52,5.20107228300003,Q2,"{""team"": ""ulacalera""}",0,error,60006.30232700041,ReadTimeout: 
53,5.241946404000373,Q2,"{""team"": ""limache""}",0,error,60007.544944000074,ReadTimeout: 
54,5.254780905000189,Q3,"{""team_a"": ""udechile"", ""team_b"": ""ulacalera""}",0,error,60006.51306300006,ReadTimeout: 
55,5.279396710000583,Q5,{},0,error,60007.67412499954,ReadTimeout: 
56,5.338326015000348,Q5,{},0,error,60005.89461399977,ReadTimeout: 
57,5.441037206000146,Q1,"{""team"": ""nublense""}",0,error,60005.789685999844,ReadTimeout: 
58,5.449679002000266,Q5,{},0,error,60007.909441000265,ReadTimeout: 
59,5.6509419009998965,Q2,"{""team"": ""coquimbo""}",0,error,60025.61847300058,ReadTimeout: 
60,5.704637771000307,Q2,"{""team"": ""palestino""}",0,error,60002.03880900062,ReadTimeout: 
61,6.114557761000469,Q3,"{""team_a"": ""nublense"", ""team_b"": ""ohiggins""}",0,error,60002.65379499979,ReadTimeout: 
62,6.542439982999895,Q5,{},0,error,60003.47148000037,ReadTimeout: 
63,6.634747071000675,Q1,"{""team"": ""udeconce""}",0,error,60003.75843300026,ReadTimeout: 
64,6.75245579500006,Q4,"{""date_from"": ""2026-05-10"", ""date_to"": ""2026-05-16""}",0,error,60004.37767400035,ReadTimeout: 
65,6.791079225000431,Q5,{},0,error,60003.44493099965,ReadTimeout: 
66,6.820737806000579,Q5,{},0,error,60003.02373100021,ReadTimeout: 
67,6.937182274000406,Q2,"{""team"": ""ucatolica""}",0,error,60006.43234200015,ReadTimeout: 
68,6.9488780900001075,Q2,"{""team"": ""palestino""}",0,error,60005.45925999995,ReadTimeout: 
69,7.061513442000432,Q1,"{""team"": ""everton""}",0,error,60002.8395319996,ReadTimeout: 
70,7.120126282000456,Q5,{},0,error,60002.899816000536,ReadTimeout: 
71,7.191727604000334,Q5,{},0,error,60003.27642800039,ReadTimeout: 
72,7.2059130679999726,Q3,"{""team_a"": ""palestino"", ""team_b"": ""udechile""}",0,error,60003.989651000666,ReadTimeout: 
73,7.298343099000704,Q5,{},0,error,60003.397255999516,ReadTimeout: 
74,7.38601586599998,Q2,"{""team"": ""depconce""}",0,error,60003.00876500023,ReadTimeout: 
75,7.500528899000528,Q1,"{""team"": ""nublense""}",0,error,60002.836448999915,ReadTimeout: 
76,7.905550672000572,Q3,"{""team_a"": ""laserena"", ""team_b"": ""ucatolica""}",0,error,60003.30268900052,ReadTimeout: 
77,8.078227216000414,Q5,{},0,error,60003.966807000324,ReadTimeout: 
78,8.13383935999991,Q5,{},0,error,60004.01164899995,ReadTimeout: 
79,8.143470707000233,Q3,"{""team_a"": ""huachipato"", ""team_b"": ""limache""}",0,error,60002.96173099923,ReadTimeout: 
80,8.205910626000332,Q1,"{""team"": ""ohiggins""}",0,error,60002.311465000275,ReadTimeout: 
81,8.532988279000165,Q5,{},0,error,60003.134329000204,ReadTimeout: 
82,8.568490332000692,Q5,{},0,error,60002.42871099999,ReadTimeout: 
83,8.705203078000523,Q2,"{""team"": ""colocolo""}",0,error,60002.72732800022,ReadTimeout: 
84,8.714032067000517,Q2,"{""team"": ""coquimbo""}",0,error,60002.615045999846,ReadTimeout: 
85,8.841965485999935,Q1,"{""team"": ""cobresal""}",0,error,60004.73492800029,ReadTimeout: 
86,9.099605076999978,Q5,{},0,error,60003.09056900005,ReadTimeout: 
87,9.105297116000656,Q5,{},0,error,60003.30306500018,ReadTimeout: 
88,9.148852387000261,Q3,"{""team_a"": ""colocolo"", ""team_b"": ""udeconce""}",0,error,60002.89351599986,ReadTimeout: 
89,9.372683631000655,Q1,"{""team"": ""cobresal""}",0,error,60004.4741870006,ReadTimeout: 
90,9.5335162880001,Q5,{},0,error,60002.3176880004,ReadTimeout: 
91,9.621191876000012,Q1,"{""team"": ""huachipato""}",0,error,60003.13463600014,ReadTimeout: 
92,9.681422393000503,Q5,{},0,error,60002.31837999945,ReadTimeout: 
93,9.794246329000089,Q5,{},0,error,60003.492950999316,ReadTimeout: 
94,9.922274987000492,Q5,{},0,error,60003.31074400037,ReadTimeout: 
95,9.930982346000746,Q4,"{""date_from"": ""2026-07-05"", ""date_to"": ""2026-07-11""}",0,error,60003.16468499932,ReadTimeout: 
96,9.981879375000062,Q2,"{""team"": ""ohiggins""}",0,error,60003.11947299997,ReadTimeout: 
97,10.088939154999935,Q2,"{""team"": ""palestino""}",0,error,60003.69555599991,ReadTimeout: 
98,10.271632786000737,Q1,"{""team"": ""audax""}",0,error,60001.86570999995,ReadTimeout: 
99,10.321639892999883,Q1,"{""team"": ""udechile""}",0,error,60004.197489000035,ReadTimeout: 
100,10.334018628000194,Q3,"{""team_a"": ""coquimbo"", ""team_b"": ""udeconce""}",0,error,60002.53860799967,ReadTimeout: 
101,10.337798073000158,Q3,"{""team_a"": ""colocolo"", ""team_b"": ""udechile""}",0,error,60002.68682599926,ReadTimeout: 
102,10.371715353000582,Q1,"{""team"": ""colocolo""}",0,error,60003.80459600001,ReadTimeout: 
103,10.414294351000535,Q2,"{""team"": ""colocolo""}",0,error,60002.967944000375,ReadTimeout: 
104,10.423002925000219,Q5,{},200,cache,3433.0594930006555,
105,10.561302329000682,Q1,"{""team"": ""audax""}",0,error,60002.51422599922,ReadTimeout: 
106,10.656175222000456,Q2,"{""team"": ""cobresal""}",0,error,60003.31386000016,ReadTimeout: 
107,10.67425108200041,Q2,"{""team"": ""limache""}",0,error,60003.12641800065,ReadTimeout: 
108,10.692540857000495,Q5,{},200,cache,6557.452213000033,
109,11.022602490000281,Q5,{},200,cache,6239.666914000736,
110,11.185535571999935,Q3,"{""team_a"": ""coquimbo"", ""team_b"": ""nublense""}",0,error,60003.285220999715,ReadTimeout: 
111,11.522144512000523,Q5,{},200,cache,10649.479581000378,
112,11.526915546000055,Q5,{},200,cache,10652.88669199981,
113,11.629441370000677,Q1,"{""team"": ""udeconce""}",0,error,60004.05077199957,ReadTimeout: 
114,12.014611598000556,Q4,"{""date_from"": ""2026-06-21"", ""date_to"": ""2026-06-27""}",0,error,60002.67417199939,ReadTimeout: 
115,12.164494343000115,Q2,"{""team"": ""palestino""}",0,error,60002.54563499948,ReadTimeout: 
116,12.380577493000601,Q5,{},200,cache,13092.7189490003,
117,12.401398583000628,Q1,"{""team"": ""udeconce""}",0,error,60002.61152799976,ReadTimeout: 
118,12.475260252000226,Q1,"{""team"": ""laserena""}",0,error,60003.916143000424,ReadTimeout: 
119,12.661065684000278,Q5,{},200,cache,14376.915472999826,
120,12.726802811000198,Q1,"{""team"": ""depconce""}",0,error,60002.52795800043,ReadTimeout: 
121,12.756956648000596,Q1,"{""team"": ""palestino""}",0,error,60005.62446099957,ReadTimeout: 
122,12.945263620000333,Q1,"{""team"": ""nublense""}",0,error,60003.471420000096,ReadTimeout: 
123,13.202012126000227,Q2,"{""team"": ""audax""}",0,error,60002.40170100005,ReadTimeout: 
124,13.210014967000461,Q5,{},200,cache,17864.917048999814,
125,13.344185982000454,Q1,"{""team"": ""udeconce""}",0,error,60003.37083900013,ReadTimeout: 
126,13.43442231500012,Q1,"{""team"": ""udechile""}",0,error,60003.03925800017,ReadTimeout: 
127,13.459655728000143,Q5,{},200,cache,18575.96713000021,
128,13.582632769000156,Q5,{},200,cache,18459.87464999962,
129,13.73298922899994,Q5,{},200,cache,18322.223830999974,
130,13.735863391000748,Q1,"{""team"": ""cobresal""}",0,error,60003.126939999675,ReadTimeout: 
131,13.7376016420003,Q3,"{""team_a"": ""ohiggins"", ""team_b"": ""ulacalera""}",0,error,60004.04916200023,ReadTimeout: 
132,13.893349281000155,Q2,"{""team"": ""colocolo""}",0,error,60001.95750799958,ReadTimeout: 
133,13.93123260900029,Q1,"{""team"": ""udechile""}",0,error,60002.7387250002,ReadTimeout: 
134,13.994064617000731,Q5,{},200,cache,25203.302761000486,
135,14.011760041000343,Q2,"{""team"": ""palestino""}",0,error,60001.99271399924,ReadTimeout: 
136,14.052309837000394,Q2,"{""team"": ""cobresal""}",0,error,60002.41449300029,ReadTimeout: 
137,14.519402836000154,Q1,"{""team"": ""ucatolica""}",0,error,60003.20554700011,ReadTimeout: 
138,14.667563285000142,Q2,"{""team"": ""colocolo""}",0,error,60002.7293560006,ReadTimeout: 
139,14.729558235000695,Q3,"{""team_a"": ""laserena"", ""team_b"": ""nublense""}",0,error,60002.44429199938,ReadTimeout: 
140,14.750494517000334,Q1,"{""team"": ""laserena""}",0,error,60003.35833899953,ReadTimeout: 
141,14.803308426000513,Q1,"{""team"": ""cobresal""}",0,error,60002.37358600043,ReadTimeout: 
142,14.821023715000592,Q3,"{""team_a"": ""cobresal"", ""team_b"": ""laserena""}",0,error,60004.21735500004,ReadTimeout: 
143,14.951256242000454,Q3,"{""team_a"": ""everton"", ""team_b"": ""udechile""}",0,error,60003.20410399945,ReadTimeout: 
144,15.052118411000265,Q5,{},200,cache,34174.73476299983,
145,15.073118846000398,Q1,"{""team"": ""nublense""}",0,error,60002.96781999987,ReadTimeout: 
146,15.184426413000438,Q1,"{""team"": ""coquimbo""}",0,error,60002.40480100001,ReadTimeout: 
147,15.261226073000216,Q4,"{""date_from"": ""2026-07-19"", ""date_to"": ""2026-07-25""}",0,error,60003.219919,ReadTimeout: 
148,15.302570317000573,Q2,"{""team"": ""audax""}",0,error,60003.416309000386,ReadTimeout: 
149,15.37413036900034,Q3,"{""team_a"": ""depconce"", ""team_b"": ""udechile""}",0,error,60003.33180399957,ReadTimeout: 
150,15.391819281000608,Q4,"{""date_from"": ""2026-06-07"", ""date_to"": ""2026-06-13""}",0,error,60003.28735900075,ReadTimeout: 
151,15.484906300000148,Q4,"{""date_from"": ""2026-05-03"", ""date_to"": ""2026-05-09""}",0,error,60002.49021699983,ReadTimeout: 
152,15.644283467000605,Q3,"{""team_a"": ""cobresal"", ""team_b"": ""palestino""}",0,error,60002.805308999996,ReadTimeout: 
153,15.861618943000394,Q2,"{""team"": ""laserena""}",0,error,60003.90401200002,ReadTimeout: 
154,15.88361041600001,Q2,"{""team"": ""ulacalera""}",0,error,60002.66562199977,ReadTimeout: 
155,15.920731723000245,Q1,"{""team"": ""ucatolica""}",0,error,60002.97991000025,ReadTimeout: 
156,15.933812217000195,Q3,"{""team_a"": ""cobresal"", ""team_b"": ""huachipato""}",0,error,60002.5093459999,ReadTimeout: 
157,15.97671193000042,Q5,{},200,cache,48012.416651999956,
158,16.19334963900019,Q1,"{""team"": ""palestino""}",0,error,60004.343210000116,ReadTimeout: 
159,16.238234073000058,Q4,"{""date_from"": ""2026-05-03"", ""date_to"": ""2026-05-09""}",0,error,60003.30049399963,ReadTimeout: 
160,16.431941960000586,Q5,{},200,cache,47825.05060499989,
161,16.486914535000324,Q1,"{""team"": ""depconce""}",0,error,60002.747747000285,ReadTimeout: 
162,16.530686117000187,Q3,"{""team_a"": ""colocolo"", ""team_b"": ""udeconce""}",0,error,60002.59884600018,ReadTimeout: 
163,16.589560142000664,Q5,{},200,cache,47970.74780299954,
164,16.832091036000747,Q5,{},200,cache,47736.124528999426,
165,16.939431221000632,Q5,{},200,cache,47644.27800900012,
166,17.18170748600005,Q2,"{""team"": ""nublense""}",0,error,60002.63983200057,ReadTimeout: 
167,17.24658652100061,Q2,"{""team"": ""ucatolica""}",0,error,60003.57716599956,ReadTimeout: 
168,17.37384909499997,Q4,"{""date_from"": ""2026-05-17"", ""date_to"": ""2026-05-23""}",0,error,60004.113469,ReadTimeout: 
169,17.378186702000676,Q1,"{""team"": ""ucatolica""}",0,error,60003.53925899981,ReadTimeout: 
170,17.572083189000296,Q5,{},200,cache,47662.82360600053,
171,17.67227762499988,Q1,"{""team"": ""limache""}",0,error,60006.2966079995,ReadTimeout: 
172,17.703489636000086,Q2,"{""team"": ""udeconce""}",0,error,60006.87456200012,ReadTimeout: 
173,17.79272683199997,Q5,{},200,cache,47503.01105399922,
174,17.815300504000334,Q1,"{""team"": ""ucatolica""}",0,error,60002.73259599999,ReadTimeout: 
175,17.82389898600013,Q4,"{""date_from"": ""2026-06-28"", ""date_to"": ""2026-07-04""}",0,error,60002.72070699975,ReadTimeout: 
176,17.842586921000475,Q2,"{""team"": ""everton""}",0,error,60002.29354300063,ReadTimeout: 
177,17.93232603100023,Q3,"{""team_a"": ""coquimbo"", ""team_b"": ""depconce""}",0,error,60002.586988000076,ReadTimeout: 
178,17.959228968999923,Q5,{},200,cache,47547.034035999786,
179,18.00890744300068,Q5,{},200,cache,47508.556236000004,
180,18.06728754100004,Q1,"{""team"": ""huachipato""}",200,cache,47459.575677999965,
181,18.12895654500062,Q5,{},200,cache,47415.71694800041,
182,18.29777364000074,Q1,"{""team"": ""laserena""}",0,error,60002.3304690003,ReadTimeout: 
183,18.49281311699997,Q5,{},200,cache,47205.14481600003,
184,18.51444042300045,Q4,"{""date_from"": ""2026-07-12"", ""date_to"": ""2026-07-18""}",0,error,60003.36477200017,ReadTimeout: 
185,18.558132054000453,Q1,"{""team"": ""palestino""}",0,error,60003.2404930007,ReadTimeout: 
186,18.601533310999912,Q3,"{""team_a"": ""limache"", ""team_b"": ""nublense""}",0,error,60003.56824600021,ReadTimeout: 
187,18.794221621999895,Q3,"{""team_a"": ""cobresal"", ""team_b"": ""udechile""}",0,error,60003.65091200001,ReadTimeout: 
188,19.21284463700067,Q1,"{""team"": ""limache""}",0,error,60002.325213000404,ReadTimeout: 
189,19.361635547000333,Q3,"{""team_a"": ""laserena"", ""team_b"": ""ulacalera""}",0,error,60003.123559000414,ReadTimeout: 
190,19.368840525999985,Q2,"{""team"": ""limache""}",200,cache,47446.12367500031,
191,19.466866630999903,Q2,"{""team"": ""colocolo""}",0,error,60003.47323200003,ReadTimeout: 
192,19.511000236000655,Q2,"{""team"": ""colocolo""}",0,error,60002.83356699947,ReadTimeout: 
193,19.562114267000652,Q5,{},200,cache,47423.33446399971,
194,19.67316543800007,Q2,"{""team"": ""audax""}",0,error,60003.28225800058,ReadTimeout: 
195,19.751965122,Q4,"{""date_from"": ""2026-06-21"", ""date_to"": ""2026-06-27""}",0,error,60002.76123399999,ReadTimeout: 
196,19.753396333000637,Q5,{},200,cache,47336.511366000195,
197,19.76018884899986,Q5,{},200,cache,47341.684449999775,
198,19.77352469300058,Q2,"{""team"": ""limache""}",200,cache,47335.855454999546,
199,19.804301390000546,Q5,{},200,cache,47315.47933699949,
200,20.01269446200058,Q2,"{""team"": ""nublense""}",0,error,60003.254682999795,ReadTimeout: 
201,20.099708606000604,Q5,{},200,cache,47045.36242999984,
202,20.195748621000348,Q5,{},200,cache,46956.026677999944,
203,20.25367405199995,Q5,{},200,cache,46908.44014400045,
204,20.498015877999933,Q1,"{""team"": ""laserena""}",0,error,60004.332860999966,ReadTimeout: 
205,20.502127628999915,Q5,{},200,cache,46723.418228999435,
206,22.22513003200038,Q2,"{""team"": ""audax""}",0,error,60002.67868300034,ReadTimeout: 
207,22.33158830100001,Q2,"{""team"": ""udeconce""}",0,error,60002.02792499931,ReadTimeout: 
208,26.121725093999885,Q2,"{""team"": ""colocolo""}",0,error,60002.655348999724,ReadTimeout: 
209,27.070303420000528,Q5,{},200,cache,40368.275400999664,
210,31.18839580400072,Q2,"{""team"": ""palestino""}",200,cache,36321.65308000003,
211,32.14353309700073,Q2,"{""team"": ""audax""}",0,error,60002.57167000018,ReadTimeout: 
212,32.15455336500054,Q2,"{""team"": ""depconce""}",0,error,60002.35649099977,ReadTimeout: 
213,32.169589355000426,Q2,"{""team"": ""everton""}",0,error,60001.94210300015,ReadTimeout: 
214,32.29914745299993,Q5,{},200,cache,35805.799345000196,
215,36.74488231000032,Q5,{},200,cache,31394.743934999497,
216,39.2426790770005,Q2,"{""team"": ""ulacalera""}",0,error,60002.65522799964,ReadTimeout: 
217,49.30015142600041,Q4,"{""date_from"": ""2026-05-10"", ""date_to"": ""2026-05-16""}",200,cache,19028.834439000093,
218,60.46237554700019,Q2,"{""team"": ""udechile""}",200,cache,7913.075145000221,
219,60.610487413000556,Q1,"{""team"": ""everton""}",0,error,60002.79063000016,ReadTimeout: 
220,60.733975567000016,Q1,"{""team"": ""everton""}",0,error,60003.65458300075,ReadTimeout: 
221,60.891372190000766,Q1,"{""team"": ""huachipato""}",200,cache,7496.588846000122,
222,61.19487512200067,Q2,"{""team"": ""laserena""}",200,cache,7201.169863999894,
223,61.38013122100074,Q2,"{""team"": ""udeconce""}",0,error,60003.368253999724,ReadTimeout: 
224,61.409239741999954,Q2,"{""team"": ""depconce""}",0,error,60002.92788200022,ReadTimeout: 
225,61.45542475500042,Q2,"{""team"": ""huachipato""}",0,error,60004.48947000041,ReadTimeout: 
226,61.478145914999914,Q1,"{""team"": ""depconce""}",0,error,60003.40956400032,ReadTimeout: 
227,61.580881539000075,Q2,"{""team"": ""coquimbo""}",0,error,60003.321682000205,ReadTimeout: 
228,61.61199897900042,Q5,{},200,cache,7252.145858000404,
229,61.822713778000434,Q5,{},200,cache,7048.94420599976,
230,61.88644309400024,Q4,"{""date_from"": ""2026-08-16"", ""date_to"": ""2026-08-22""}",0,error,60002.901531000134,ReadTimeout: 
231,62.00521923799988,Q5,{},200,cache,7126.033544000165,
232,62.01081633400008,Q2,"{""team"": ""ucatolica""}",200,cache,7125.467522999315,
233,62.186362630000076,Q4,"{""date_from"": ""2026-06-28"", ""date_to"": ""2026-07-04""}",0,error,60003.440569000304,ReadTimeout: 
234,62.322041770000396,Q2,"{""team"": ""ucatolica""}",200,cache,6823.7306350001745,
235,62.40283790600006,Q3,"{""team_a"": ""colocolo"", ""team_b"": ""ohiggins""}",0,error,60003.86243499997,ReadTimeout: 
236,62.85757186400042,Q2,"{""team"": ""ulacalera""}",0,error,60003.12957999995,ReadTimeout: 
237,62.99585450900031,Q4,"{""date_from"": ""2026-08-02"", ""date_to"": ""2026-08-08""}",200,cache,6421.7673270004525,
238,63.02220652400047,Q4,"{""date_from"": ""2026-07-05"", ""date_to"": ""2026-07-11""}",0,error,60005.50924900017,ReadTimeout: 
239,63.186120003000724,Q2,"{""team"": ""udechile""}",200,cache,6368.617805999747,
240,63.226523248000376,Q2,"{""team"": ""depconce""}",0,error,60004.17494300018,ReadTimeout: 
241,63.22714141400047,Q2,"{""team"": ""laserena""}",200,cache,6417.730954000035,
242,63.25599463200069,Q3,"{""team_a"": ""audax"", ""team_b"": ""limache""}",0,error,60002.852472000086,ReadTimeout: 
243,63.26610783000069,Q4,"{""date_from"": ""2026-05-17"", ""date_to"": ""2026-05-23""}",0,error,60003.82062599965,ReadTimeout: 
244,63.42100182200011,Q3,"{""team_a"": ""palestino"", ""team_b"": ""ulacalera""}",0,error,60003.86298500052,ReadTimeout: 
245,63.59289828600049,Q5,{},200,cache,6381.206192000718,
246,63.66790784100067,Q5,{},200,cache,6316.4775440000085,
247,63.73265783200077,Q4,"{""date_from"": ""2026-07-05"", ""date_to"": ""2026-07-11""}",0,error,60003.06407100015,ReadTimeout: 
248,63.847073463000015,Q3,"{""team_a"": ""depconce"", ""team_b"": ""huachipato""}",0,error,60003.81268300043,ReadTimeout: 
249,63.85120786100015,Q4,"{""date_from"": ""2026-08-23"", ""date_to"": ""2026-08-29""}",200,cache,6162.606275000144,
250,63.942093970000315,Q5,{},200,cache,6080.001145000097,
251,63.989229579000494,Q5,{},200,cache,6047.639669999626,
252,64.22433680599988,Q4,"{""date_from"": ""2026-07-19"", ""date_to"": ""2026-07-25""}",0,error,60003.88519900025,ReadTimeout: 
253,64.29629617699993,Q5,{},200,cache,5817.564488000244,
254,64.41358469500028,Q1,"{""team"": ""colocolo""}",0,error,60003.674632000184,ReadTimeout: 
255,64.69503264500054,Q2,"{""team"": ""cobresal""}",0,error,60002.87693900009,ReadTimeout: 
256,64.76863400799994,Q4,"{""date_from"": ""2026-08-23"", ""date_to"": ""2026-08-29""}",200,cache,5575.362784999925,
257,64.88975237700015,Q3,"{""team_a"": ""cobresal"", ""team_b"": ""ohiggins""}",0,error,60003.2570860003,ReadTimeout: 
258,65.19433825099986,Q4,"{""date_from"": ""2026-07-26"", ""date_to"": ""2026-08-01""}",0,error,60003.59861299967,ReadTimeout: 
259,65.26654330300062,Q5,{},200,cache,5155.400320000808,
260,65.30597438600034,Q2,"{""team"": ""ulacalera""}",0,error,60005.66872099989,ReadTimeout: 
261,65.31913368500045,Q2,"{""team"": ""udechile""}",200,cache,5692.393348999758,
262,65.34157545400012,Q5,{},200,cache,5674.539568,
263,65.52437944100075,Q5,{},200,cache,5511.745706000511,
264,65.71188760000041,Q5,{},200,cache,5339.813706999848,
265,65.82150735899995,Q5,{},200,cache,5236.773706999884,
266,65.96912491700004,Q2,"{""team"": ""palestino""}",200,cache,5095.982089000245,
267,66.08250304800004,Q1,"{""team"": ""audax""}",200,cache,4988.449930999195,
268,66.10946985800001,Q5,{},200,cache,4966.822026000045,
269,66.36661607099995,Q1,"{""team"": ""limache""}",0,error,60004.7587680001,ReadTimeout: 
270,66.44759699600036,Q5,{},200,cache,7162.7739189998465,
271,66.46336879800037,Q4,"{""date_from"": ""2026-05-10"", ""date_to"": ""2026-05-16""}",200,cache,7154.532106000261,
272,66.4790766770002,Q3,"{""team_a"": ""everton"", ""team_b"": ""huachipato""}",0,error,60003.58887999937,ReadTimeout: 
273,66.48375706700062,Q5,{},200,cache,7393.580498000119,
274,66.70775044400034,Q4,"{""date_from"": ""2026-05-17"", ""date_to"": ""2026-05-23""}",0,error,60004.20238799961,ReadTimeout: 
275,66.84797821000029,Q2,"{""team"": ""palestino""}",200,cache,10100.345551000828,
276,67.1900907600002,Q5,{},200,cache,9801.709841000047,
277,67.3450002919999,Q5,{},200,cache,9691.846322999481,
278,67.45596896999996,Q3,"{""team_a"": ""audax"", ""team_b"": ""coquimbo""}",0,error,60004.809376000594,ReadTimeout: 
279,67.46618205100003,Q5,{},200,cache,9710.197136000716,
280,67.63661885300007,Q5,{},200,cache,9554.720369999814,
281,67.74583792900012,Q2,"{""team"": ""cobresal""}",0,error,60005.04802400064,ReadTimeout: 
282,67.78187434600022,Q4,"{""date_from"": ""2026-07-12"", ""date_to"": ""2026-07-18""}",0,error,60004.47763300053,ReadTimeout: 
283,67.87375201600025,Q2,"{""team"": ""ucatolica""}",200,cache,14357.016537000163,
284,68.0111398400004,Q2,"{""team"": ""laserena""}",200,cache,14240.560979000293,
